編號, 發生星期, GPS經度, GPS緯度, 天候代碼, 天候名稱, 光線代碼, 光線名稱, 路面狀況-路面狀態代碼, 路面狀況名稱, 當事者性別代碼, 當事者性別名稱, 當事者年齡, 車種代碼, 車種名稱, 保護裝備代碼, 保護裝備名稱, 飲酒情形代碼, 飲酒情形名稱, 事故類別名稱
10607BFY00B0008,日,120.96723,24.806535,8,晴,1,日間自然光線,5,乾燥,2,女,26,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0009,六,120.955803,24.810382,8,晴,1,日間自然光線,5,乾燥,1,男,31,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0010,六,120.957493,24.813868,8,晴,1,日間自然光線,5,乾燥,2,女,19,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0011,日,120.937161,24.805751,8,晴,1,日間自然光線,5,乾燥,3,無或物(動物、堆置物),-1,  , , , ,  , ,A2
10607BFY00B0012,日,120.972891,24.795083,8,晴,1,日間自然光線,5,乾燥,1,男,24,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0013,日,121.021077,24.781878,8,晴,1,日間自然光線,5,乾燥,1,男,64,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0014,日,120.96858,24.795185,8,晴,1,日間自然光線,5,乾燥,1,男,25,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0016,日,120.976102,24.801578,8,晴,1,日間自然光線,5,乾燥,1,男,63,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0017,一,121.00337,24.788921,8,晴,1,日間自然光線,5,乾燥,1,男,60,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0018,一,120.97018,24.806545,8,晴,1,日間自然光線,5,乾燥,1,男,28,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0019,一,120.960159,24.809145,8,晴,1,日間自然光線,5,乾燥,1,男,26,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0020,一,120.952555,24.832491,8,晴,1,日間自然光線,5,乾燥,1,男,32,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0021,一,120.975119,24.796423,8,晴,1,日間自然光線,5,乾燥,2,女,48,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0022,日,121.017096,24.783539,6,雨,1,日間自然光線,4,濕潤,2,女,17,H0,人,3,不明,10,"非駕駛人,未檢測",A2
10607BFY00B0023,一,120.964095,24.796389,8,晴,1,日間自然光線,5,乾燥,3,無或物(動物、堆置物),-1,  , , , ,  , ,A2
10607BFY00B0024,一,120.962294,24.806272,8,晴,1,日間自然光線,5,乾燥,1,男,27,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0025,一,120.940515,24.835739,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,54,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0026,六,120.955168,24.803443,8,晴,1,日間自然光線,5,乾燥,1,男,29,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0027,一,120.935987,24.844492,8,晴,1,日間自然光線,5,乾燥,1,男,29,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0028,日,120.980829,24.812645,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,76,H0,人,4,其他(行人、慢車駕駛人),10,"非駕駛人,未檢測",A2
10607BFY00B0029,二,120.985984,24.813934,8,晴,1,日間自然光線,5,乾燥,1,男,34,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0030,六,120.985345,24.817041,8,晴,1,日間自然光線,5,乾燥,1,男,27,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0031,六,120.964104,24.821963,6,雨,1,日間自然光線,4,濕潤,1,男,39,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0032,二,121.013514,24.799903,8,晴,1,日間自然光線,5,乾燥,1,男,56,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0033,二,120.994092,24.798583,8,晴,1,日間自然光線,5,乾燥,1,男,29,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0034,二,120.978739,24.823448,8,晴,1,日間自然光線,5,乾燥,1,男,50,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0035,一,120.991715,24.803689,8,晴,1,日間自然光線,5,乾燥,1,男,31,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0036,二,120.960487,24.80304,8,晴,1,日間自然光線,5,乾燥,1,男,37,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0037,二,120.959556,24.806867,1,暴雨,1,日間自然光線,4,濕潤,2,女,25,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0038,二,120.93026,24.779822,8,晴,1,日間自然光線,5,乾燥,2,女,48,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0039,二,120.994062,24.799708,8,晴,1,日間自然光線,5,乾燥,1,男,24,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0040,二,120.967578,24.804164,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,2,女,26,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0041,六,120.947349,24.769434, , , , , , ,1,男,53,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0042,六,120.972385,24.808246,8,晴,1,日間自然光線,5,乾燥,1,男,65,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0043,二,120.960843,24.805355,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,55,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0044,二,120.948814,24.795193,8,晴,1,日間自然光線,5,乾燥,2,女,12,H0,人,3,不明,10,"非駕駛人,未檢測",A2
10607BFY00B0045,二,120.981156,24.81457,6,雨,1,日間自然光線,4,濕潤,2,女,41,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0046,三,120.975973,24.819746,8,晴,1,日間自然光線,5,乾燥,1,男,53,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0047,三,120.935157,24.794714,8,晴,1,日間自然光線,5,乾燥,2,女,52,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0048,三,120.967393,24.801007,8,晴,1,日間自然光線,5,乾燥,1,男,36,B0,小客車,3,不明,1,經觀察未飲酒,A2
10607BFY00B0049,二,120.942856,24.795721,8,晴,1,日間自然光線,5,乾燥,1,男,21,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0050,二,120.92906,24.788864,8,晴,1,日間自然光線,5,乾燥,1,男,23,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0051,二,121.012102,24.791607,8,晴,1,日間自然光線,5,乾燥,2,女,24,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0052,二,120.925235,24.79016,8,晴,1,日間自然光線,5,乾燥,1,男,23,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0053,三,120.963581,24.811286,8,晴,1,日間自然光線,5,乾燥,2,女,42,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),5,經呼氣檢測0.26~0.40mg/L或血液檢測0.051%~0.08%,A2
10607BFY00B0054,二,120.951362,24.80541,6,雨,1,日間自然光線,4,濕潤,3,無或物(動物、堆置物),-1,  , , , ,  , ,A2
10607BFY00B0055,三,121.016464,24.786218,6,雨,1,日間自然光線,4,濕潤,1,男,46,F0,慢車,1,戴安全帽或繫安全帶(使用幼童安全椅),8,經呼氣檢測超0.80~mg/L或血液檢測超過0.16%,A2
10607BFY00B0056,三,120.95966,24.814207,8,晴,1,日間自然光線,5,乾燥,2,女,23,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0057,三,121.020313,24.778737,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,65,F0,慢車,4,其他(行人、慢車駕駛人),2,經檢測無酒精反應,A2
10607BFY00B0058,三,120.983055,24.811609,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,20,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0059,二,120.955558,24.818119,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,27,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0060,六,120.945999,24.799978,8,晴,1,日間自然光線,5,乾燥,1,男,74,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0061,六,120.968394,24.793739,6,雨,1,日間自然光線,4,濕潤,2,女,34,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0062,三,120.964466,24.812004,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,46,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0063,二,120.964466,24.812004,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,46,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0064,三,121.018916,24.790488,8,晴,1,日間自然光線,5,乾燥,1,男,25,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0065,三,120.964824,24.80777,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,25,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0066,三,120.955975,24.804612,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,56,H0,人,3,不明,10,"非駕駛人,未檢測",A2
10607BFY00B0067,三,120.961216,24.805362,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,29,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0068,二,120.958968,24.803789,8,晴,1,日間自然光線,5,乾燥,1,男,39,B1,小貨車(含客、貨兩用),3,不明,2,經檢測無酒精反應,A2
10607BFY00B0069,四,120.97427,24.80411,8,晴,1,日間自然光線,5,乾燥,2,女,63,F0,慢車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0070,日,120.985377,24.814949,8,晴,1,日間自然光線,5,乾燥,1,男,30,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0071,四,120.968467,24.772559,8,晴,1,日間自然光線,5,乾燥,1,男,39,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0072,四,120.98467,24.776009,8,晴,1,日間自然光線,5,乾燥,1,男,31,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0073,四,121.019418,24.778686,8,晴,1,日間自然光線,5,乾燥,2,女,36,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0074,六,120.974995,24.808201,8,晴,1,日間自然光線,5,乾燥,1,男,55,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0075,四,120.953557,24.832406,8,晴,1,日間自然光線,5,乾燥,2,女,75,H0,人,4,其他(行人、慢車駕駛人),2,經檢測無酒精反應,A2
10607BFY00B0076,四,120.969915,24.803146,8,晴,1,日間自然光線,5,乾燥,1,男,37,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0077,四,120.965928,24.812959,8,晴,1,日間自然光線,5,乾燥,1,男,23,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0078,四,120.964196,24.816964,8,晴,1,日間自然光線,5,乾燥,1,男,29,B1,小貨車(含客、貨兩用),1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0079,四,120.983922,24.800523,8,晴,1,日間自然光線,5,乾燥,1,男,68,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0080,三,121.024736,24.776526,8,晴,1,日間自然光線,5,乾燥,1,男,27,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0081,四,120.955251,24.831338,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,43,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0082,一,120.970808,24.798534,8,晴,1,日間自然光線,5,乾燥,2,女,67,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0083,一,120.978859,24.803414,8,晴,1,日間自然光線,5,乾燥,1,男,39,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0084,四,121.015336,24.780303,8,晴,1,日間自然光線,5,乾燥,1,男,33,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0085,五,120.98186,24.811972,8,晴,1,日間自然光線,5,乾燥,2,女,57,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0086,五,120.960785,24.80277,8,晴,1,日間自然光線,5,乾燥,1,男,37,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0087,五,120.975767,24.79696,8,晴,1,日間自然光線,5,乾燥,2,女,25,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0088,四,120.978305,24.808562,8,晴,1,日間自然光線,5,乾燥,2,女,21,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0089,五,120.988251,24.786003,8,晴,1,日間自然光線,5,乾燥,1,男,68,H0,人, , ,  , ,A2
10607BFY00B0090,五,120.966343,24.793953,8,晴,1,日間自然光線,5,乾燥,1,男,38,B0,小客車, , ,  , ,A2
10607BFY00B0091,五,120.957943,24.796845,7,陰,1,日間自然光線,5,乾燥,1,男,23,C0,機車, , ,  , ,A2
10607BFY00B0092,五,120.967027,24.78827,6,雨,1,日間自然光線,4,濕潤,1,男,46,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0093,五,120.976837,24.790397,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,2,女,42,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0094,五,120.97431,24.795636,6,雨,1,日間自然光線,4,濕潤,2,女,54,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0095,六,120.966793,24.775802,8,晴,1,日間自然光線,5,乾燥,1,男,36,H0,人,3,不明,10,"非駕駛人,未檢測",A2
10607BFY00B0096,五,121.004426,24.791157,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,2,女,34,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0097,六,120.929947,24.745165,8,晴,1,日間自然光線,5,乾燥,2,女,18,H0,人,1,戴安全帽或繫安全帶(使用幼童安全椅),10,"非駕駛人,未檢測",A2
10607BFY00B0098,六,120.966876,24.811054,6,雨,1,日間自然光線,4,濕潤,2,女,68,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0099,六,120.949535,24.798516,8,晴,1,日間自然光線,5,乾燥,2,女,45,H0,人,4,其他(行人、慢車駕駛人),2,經檢測無酒精反應,A2
10607BFY00B0100,一,120.976306,24.823772,8,晴,1,日間自然光線,5,乾燥,1,男,23,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0101,六,120.943605,24.804976,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,41,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0102,六,120.941057,24.805258,8,晴,1,日間自然光線,5,乾燥,1,男,43,B0,小客車,3,不明,1,經觀察未飲酒,A2
10607BFY00B0103,六,120.945643,24.793854,8,晴,1,日間自然光線,5,乾燥,2,女,68,F0,慢車,4,其他(行人、慢車駕駛人),2,經檢測無酒精反應,A2
10607BFY00B0104,三,120.964637,24.797708,8,晴,1,日間自然光線,5,乾燥,1,男,38,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0105,三,120.930037,24.788768,8,晴,1,日間自然光線,5,乾燥,2,女,40,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0106,日,120.938423,24.839859,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,47,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0107,二,120.915919,24.731345,8,晴,1,日間自然光線,5,乾燥,1,男,61,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0108,日,120.997916,24.80215,8,晴,1,日間自然光線,5,乾燥,2,女,55,H0,人,3,不明,10,"非駕駛人,未檢測",A2
10607BFY00B0109,日,120.963885,24.773055,8,晴,1,日間自然光線,5,乾燥,1,男,67,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0110,日,120.962209,24.80637,8,晴,1,日間自然光線,5,乾燥,2,女,63,H0,人,4,其他(行人、慢車駕駛人),10,"非駕駛人,未檢測",A2
10607BFY00B0111,日,120.927919,24.789474,8,晴,1,日間自然光線,5,乾燥,1,男,20,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0112,三,120.927614,24.789474,8,晴,1,日間自然光線,5,乾燥,2,女,18,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0113,日,120.975184,24.812639,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,38,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0114,三,121.013621,24.784314,8,晴,1,日間自然光線,5,乾燥,2,女,19,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0115,三,120.992623,24.805324,8,晴,1,日間自然光線,5,乾燥,1,男,72,F0,慢車,4,其他(行人、慢車駕駛人),2,經檢測無酒精反應,A2
10607BFY00B0116,三,120.977223,24.811351,8,晴,1,日間自然光線,5,乾燥,1,男,21,B1,小貨車(含客、貨兩用),1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0117,四,121.008392,24.788276,8,晴,1,日間自然光線,5,乾燥,1,男,50,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0118,四,121.001425,24.793116,8,晴,1,日間自然光線,5,乾燥,1,男,20,B1,小貨車(含客、貨兩用),3,不明,2,經檢測無酒精反應,A2
10607BFY00B0119,四,120.969895,24.810874,8,晴,1,日間自然光線,5,乾燥,2,女,32,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0120,五,120.964134,24.814194,8,晴,1,日間自然光線,5,乾燥,2,女,71,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0121,五,120.968992,24.810318,8,晴,1,日間自然光線,5,乾燥,2,女,29,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0122,五,120.973765,24.804133,6,雨,1,日間自然光線,4,濕潤,1,男,26,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0123,五,120.977623,24.809411,6,雨,1,日間自然光線,4,濕潤,1,男,21,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0124,一,120.955468,24.804877,8,晴,1,日間自然光線,5,乾燥,1,男,58,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0125,一,120.97967,24.814568,8,晴,1,日間自然光線,5,乾燥,1,男,28,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0126,一,120.979102,24.808957,8,晴,1,日間自然光線,5,乾燥,2,女,27,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0127,一,120.965267,24.798274,8,晴,1,日間自然光線,5,乾燥,2,女,44,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0128,一,120.982486,24.810733,8,晴,1,日間自然光線,5,乾燥,1,男,81,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0129,一,120.962568,24.820685,8,晴,1,日間自然光線,5,乾燥,2,女,19,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0130,日,121.01721,24.78341,8,晴,1,日間自然光線,5,乾燥,1,男,23,B0,小客車,3,不明,11,不明,A2
10607BFY00B0131,一,120.97147,24.79572,8,晴,1,日間自然光線,5,乾燥,1,男,64,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0132,二,120.978034,24.823441,8,晴,1,日間自然光線,5,乾燥,1,男,29,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0133,二,120.972184,24.802401,8,晴,1,日間自然光線,5,乾燥,1,男,36,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0134,日,120.98689,24.803674,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,36,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0135,一,120.960567,24.808454,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,7,H0,人,3,不明,10,"非駕駛人,未檢測",A2
10607BFY00B0136,一,120.974901,24.804159,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,31,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0137,一,120.975727,24.81194,8,晴,4,夜間(或隧道、地下道、涵洞)無照明,5,乾燥,1,男,35,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0138,二,120.979375,24.810134,8,晴,1,日間自然光線,5,乾燥,2,女,22,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A2
10607BFY00B0139,一,120.958327,24.803959,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,44,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0140,二,120.978305,24.808562,8,晴,1,日間自然光線,5,乾燥,1,男,52,H0,人,3,不明,10,"非駕駛人,未檢測",A2
10607BFY00B0141,二,120.991715,24.803689,8,晴,1,日間自然光線,5,乾燥,1,男,67,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0142,二,121.013739,24.78465,8,晴,1,日間自然光線,5,乾燥,1,男,61,H0,人,4,其他(行人、慢車駕駛人),10,"非駕駛人,未檢測",A2
10607BFY00B0143,二,120.993762,24.804958,8,晴,1,日間自然光線,5,乾燥,1,男,54,F0,慢車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0144,二,120.972633,24.817608,8,晴,1,日間自然光線,5,乾燥,1,男,48,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0145,六,120.970582,24.804451,8,晴,1,日間自然光線,5,乾燥,1,男,38,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0146,二,120.972861,24.810983,8,晴,1,日間自然光線,5,乾燥,1,男,30,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0147,一,120.963838,24.798751,8,晴,1,日間自然光線,5,乾燥,4,肇事逃逸尚未查獲,-1,  , , , ,  , ,A2
10607BFY00B0148,二,120.964279,24.803779,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,29,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0149,一,120.99167,24.814209,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,28,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0150,二,120.972015,24.811697,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,13,F0,慢車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0151,六,120.94835,24.833146,8,晴,1,日間自然光線,5,乾燥,1,男,31,C0,機車,3,不明,1,經觀察未飲酒,A2
10607BFY00B0152,三,120.960449,24.803273,8,晴,1,日間自然光線,5,乾燥,1,男,35,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0153,三,120.935129,24.804295,8,晴,1,日間自然光線,5,乾燥,1,男,74,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0154,三,120.990999,24.799826,7,陰,1,日間自然光線,5,乾燥,1,男,45,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0155,三,120.953904,24.783442,8,晴,1,日間自然光線,5,乾燥,2,女,19,C0,機車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0156,三,120.927061,24.791634,8,晴,1,日間自然光線,5,乾燥,2,女,66,F0,慢車,4,其他(行人、慢車駕駛人),2,經檢測無酒精反應,A2
10607BFY00B0157,三,121.017365,24.783355,8,晴,1,日間自然光線,5,乾燥,2,女,43,B0,小客車,3,不明,2,經檢測無酒精反應,A2
10607BFY00B0158,三,120.976992,24.814381,8,晴,1,日間自然光線,5,乾燥,1,男,70,C0,機車,3,不明,2,經檢測無酒精反應,A2
